     tides     mass         prob
  3.510050 1.647236 1.522986e-07
  3.510050 1.653266 1.168803e-07
  3.510050 1.659296 2.018842e-07
  3.510050 1.665327 2.089678e-07
  3.510050 1.671357 2.125097e-07
  3.510050 1.677387 2.975135e-07
  3.510050 1.683417 2.550116e-07
  3.510050 1.689447 3.329318e-07
  3.510050 1.695477 2.939717e-07
  3.510050 1.701508 3.116808e-07
  3.510050 1.707538 3.470991e-07
  3.510050 1.713568 3.966847e-07
  3.510050 1.719598 4.639794e-07
  3.510050 1.725628 4.852304e-07
  3.510050 1.731658 5.737761e-07
  3.510050 1.737688 4.852304e-07
  3.510050 1.743719 6.729472e-07
  3.510050 1.749749 7.260747e-07
  3.510050 1.755779 6.587799e-07
  3.510050 1.761809 8.181622e-07
  3.510050 1.767839 1.044839e-06
  3.510050 1.773869 1.402564e-06
  3.510050 1.779899 1.969256e-06
  3.510050 1.785930 2.125097e-06
  3.510050 1.791960 2.851171e-06
  3.510050 1.797990 3.357653e-06
  3.510050 1.804020 3.662250e-06
  3.510050 1.810050 4.324571e-06
  3.510050 1.816080 4.802718e-06
  3.510050 1.822111 5.369411e-06
  3.510050 1.828141 5.681091e-06
  3.510050 1.834171 5.865266e-06
  3.510050 1.840201 5.996314e-06
  3.510050 1.846231 6.261951e-06
  3.510050 1.852261 6.538214e-06
  3.510050 1.858291 6.297369e-06
  3.510050 1.864322 6.346955e-06
  3.510050 1.870352 6.329246e-06
  3.510050 1.876382 6.449668e-06
  3.510050 1.882412 6.665720e-06
  3.510050 1.888442 6.722389e-06
  3.510050 1.894472 6.191115e-06
  3.510050 1.900503 6.148613e-06
  3.510050 1.906533 6.091943e-06
  3.510050 1.912563 6.137987e-06
  3.510050 1.918593 6.176947e-06
  3.510050 1.924623 5.532335e-06
  3.510050 1.930653 5.982147e-06
  3.510050 1.936683 6.159238e-06
  3.510050 1.942714 6.222991e-06
  3.510050 1.948744 6.006940e-06
  3.510050 1.954774 6.077776e-06
  3.510050 1.960804 6.265493e-06
  3.510050 1.966834 6.063609e-06
  3.510050 1.972864 6.219449e-06
  3.510050 1.978894 6.570090e-06
  3.510050 1.984925 6.385915e-06
  3.510050 1.990955 6.336330e-06
  3.510050 1.996985 6.244242e-06
  8.530151 0.803015 0.000000e+00
  8.530151 0.809045 0.000000e+00
  8.530151 0.815075 0.000000e+00
  8.530151 0.821106 0.000000e+00
  8.530151 0.827136 0.000000e+00
  8.530151 0.833166 0.000000e+00
  8.530151 0.839196 0.000000e+00
  8.530151 0.845226 0.000000e+00
  8.530151 0.851256 0.000000e+00
  8.530151 0.857286 0.000000e+00
  8.530151 0.863317 0.000000e+00
  8.530151 0.869347 0.000000e+00
  8.530151 0.875377 0.000000e+00
  8.530151 0.881407 0.000000e+00
  8.530151 0.887437 0.000000e+00
  8.530151 0.893467 0.000000e+00
  8.530151 0.899497 0.000000e+00
  8.530151 0.905528 0.000000e+00
  8.530151 0.911558 0.000000e+00
  8.530151 0.917588 3.541828e-09
  8.530151 0.923618 0.000000e+00
  8.530151 0.929648 0.000000e+00
  8.530151 0.935678 0.000000e+00
  8.530151 0.941709 0.000000e+00
  8.530151 0.947739 0.000000e+00
  8.530151 0.953769 0.000000e+00
  8.530151 0.959799 3.541828e-09
  8.530151 0.965829 0.000000e+00
  8.530151 0.971859 0.000000e+00
  8.530151 0.977889 0.000000e+00
  8.530151 0.983920 0.000000e+00
  8.530151 0.989950 0.000000e+00
  8.530151 0.995980 0.000000e+00
  8.530151 1.002010 0.000000e+00
  8.530151 1.008040 0.000000e+00
  8.530151 1.014070 0.000000e+00
  8.530151 1.020101 0.000000e+00
  8.530151 1.026131 0.000000e+00
  8.530151 1.032161 0.000000e+00
  8.530151 1.038191 0.000000e+00
  8.530151 1.044221 0.000000e+00
  8.530151 1.050251 0.000000e+00
  8.530151 1.056281 0.000000e+00
  8.530151 1.062312 0.000000e+00
  8.530151 1.068342 0.000000e+00
  8.530151 1.074372 0.000000e+00
  8.530151 1.080402 0.000000e+00
  8.530151 1.086432 0.000000e+00
  8.530151 1.092462 3.541828e-09
  8.530151 1.098492 0.000000e+00
  8.530151 1.104523 0.000000e+00
  8.530151 1.110553 0.000000e+00
  8.530151 1.116583 3.541828e-09
  8.530151 1.122613 0.000000e+00
  8.530151 1.128643 3.541828e-09
  8.530151 1.134673 0.000000e+00
  8.530151 1.140704 3.541828e-09
  8.530151 1.146734 3.541828e-09
  8.530151 1.152764 0.000000e+00
  8.530151 1.158794 0.000000e+00
  8.530151 1.164824 0.000000e+00
  8.530151 1.170854 3.541828e-09
  8.530151 1.176884 0.000000e+00
  8.530151 1.182915 0.000000e+00
  8.530151 1.188945 0.000000e+00
  8.530151 1.194975 7.083655e-09
  8.530151 1.201005 0.000000e+00
  8.530151 1.207035 0.000000e+00
  8.530151 1.213065 7.083655e-09
  8.530151 1.219095 0.000000e+00
  8.530151 1.225126 3.541828e-09
  8.530151 1.231156 0.000000e+00
  8.530151 1.237186 3.541828e-09
  8.530151 1.243216 1.062548e-08
  8.530151 1.249246 7.083655e-09
  8.530151 1.255276 0.000000e+00
  8.530151 1.261307 3.541828e-09
  8.530151 1.267337 3.541828e-09
  8.530151 1.273367 3.541828e-09
  8.530151 1.279397 1.062548e-08
  8.530151 1.285427 0.000000e+00
  8.530151 1.291457 1.062548e-08
  8.530151 1.297487 0.000000e+00
  8.530151 1.303518 0.000000e+00
  8.530151 1.309548 3.541828e-09
  8.530151 1.315578 0.000000e+00
  8.530151 1.321608 3.541828e-09
  8.530151 1.327638 1.062548e-08
  8.530151 1.333668 0.000000e+00
  8.530151 1.339698 1.062548e-08
  8.530151 1.345729 1.062548e-08
  8.530151 1.351759 1.062548e-08
  8.530151 1.357789 1.062548e-08
  8.530151 1.363819 7.083655e-09
  8.530151 1.369849 1.416731e-08
  8.530151 1.375879 1.416731e-08
  8.530151 1.381910 7.083655e-09
  8.530151 1.387940 1.062548e-08
  8.530151 1.393970 1.770914e-08
  8.530151 1.400000 7.083655e-09
  8.530151 1.406030 1.062548e-08
  8.530151 1.412060 2.125097e-08
  8.530151 1.418090 1.416731e-08
  8.530151 1.424121 1.770914e-08
  8.530151 1.430151 3.541828e-09
  8.530151 1.436181 2.125097e-08
  8.530151 1.442211 1.062548e-08
  8.530151 1.448241 7.083655e-09
  8.530151 1.454271 1.416731e-08
  8.530151 1.460302 2.479279e-08
  8.530151 1.466332 3.187645e-08
  8.530151 1.472362 3.541828e-08
  8.530151 1.478392 2.125097e-08
  8.530151 1.484422 2.125097e-08
  8.530151 1.490452 1.062548e-08
  8.530151 1.496482 3.187645e-08
  8.530151 1.502513 3.896010e-08
  8.530151 1.508543 4.604376e-08
  8.530151 1.514573 4.958559e-08
  8.530151 1.520603 4.958559e-08
  8.530151 1.526633 4.958559e-08
  8.530151 1.532663 3.187645e-08
  8.530151 1.538693 8.146203e-08
  8.530151 1.544724 4.250193e-08
  8.530151 1.550754 7.792021e-08
  8.530151 1.556784 6.729472e-08
  8.530151 1.562814 7.083655e-08
  8.530151 1.568844 4.250193e-08
  8.530151 1.574874 6.021107e-08
  8.530151 1.580905 6.729472e-08
  8.530151 1.586935 8.854569e-08
  8.530151 1.592965 8.854569e-08
  8.530151 1.598995 9.562934e-08
  8.530151 1.605025 1.204221e-07
  8.530151 1.611055 1.204221e-07
  8.530151 1.617085 1.664659e-07
  8.530151 1.623116 1.522986e-07
  8.530151 1.629146 1.310476e-07
  8.530151 1.635176 1.877169e-07
  8.530151 1.641206 2.302188e-07
  8.530151 1.647236 2.373024e-07
  8.530151 1.653266 2.479279e-07
  8.530151 1.659296 2.798044e-07
  8.530151 1.665327 3.648082e-07
  8.530151 1.671357 3.293900e-07
  8.530151 1.677387 4.285611e-07
  8.530151 1.683417 4.462703e-07
  8.530151 1.689447 5.737761e-07
  8.530151 1.695477 5.914852e-07
  8.530151 1.701508 7.933694e-07
  8.530151 1.707538 1.211305e-06
  8.530151 1.713568 2.578450e-06
  8.530151 1.719598 6.594883e-06
  8.530151 1.725628 1.376000e-05
  8.530151 1.731658 2.220726e-05
  8.530151 1.737688 2.900757e-05
  8.530151 1.743719 3.539702e-05
  8.530151 1.749749 3.957992e-05
  8.530151 1.755779 4.288445e-05
  8.530151 1.761809 4.573562e-05
  8.530151 1.767839 4.894097e-05
  8.530151 1.773869 5.068355e-05
  8.530151 1.779899 5.332576e-05
  8.530151 1.785930 5.350639e-05
  8.530151 1.791960 5.475665e-05
  8.530151 1.797990 5.580149e-05
  8.530151 1.804020 5.689238e-05
  8.530151 1.810050 5.719697e-05
  8.530151 1.816080 5.713322e-05
  8.530151 1.822111 5.506479e-05
  8.530151 1.828141 5.562440e-05
  8.530151 1.834171 5.525251e-05
  8.530151 1.840201 5.430330e-05
  8.530151 1.846231 5.456894e-05
  8.530151 1.852261 5.469999e-05
  8.530151 1.858291 5.471415e-05
  8.530151 1.864322 5.465748e-05
  8.530151 1.870352 5.542960e-05
  8.530151 1.876382 5.508250e-05
  8.530151 1.882412 5.582274e-05
  8.530151 1.888442 5.477082e-05
  8.530151 1.894472 5.473895e-05
  8.530151 1.900503 5.449102e-05
  8.530151 1.906533 5.503646e-05
  8.530151 1.912563 5.743073e-05
  8.530151 1.918593 5.585462e-05
  8.530151 1.924623 5.698092e-05
  8.530151 1.930653 5.570232e-05
  8.530151 1.936683 5.559961e-05
  8.530151 1.942714 5.557836e-05
  8.530151 1.948744 5.585816e-05
  8.530151 1.954774 5.572357e-05
  8.530151 1.960804 5.614505e-05
  8.530151 1.966834 5.542960e-05
  8.530151 1.972864 5.519938e-05
  8.530151 1.978894 5.407308e-05
  8.530151 1.984925 5.525959e-05
  8.530151 1.990955 5.582983e-05
  8.530151 1.996985 5.488770e-05
 13.550251 0.803015 0.000000e+00
 13.550251 0.809045 0.000000e+00
 13.550251 0.815075 0.000000e+00
 13.550251 0.821106 0.000000e+00
 13.550251 0.827136 0.000000e+00
 13.550251 0.833166 0.000000e+00
 13.550251 0.839196 0.000000e+00
 13.550251 0.845226 0.000000e+00
 13.550251 0.851256 0.000000e+00
 13.550251 0.857286 0.000000e+00
 13.550251 0.863317 0.000000e+00
 13.550251 0.869347 0.000000e+00
 13.550251 0.875377 0.000000e+00
 13.550251 0.881407 0.000000e+00
 13.550251 0.887437 0.000000e+00
 13.550251 0.893467 0.000000e+00
 13.550251 0.899497 0.000000e+00
 13.550251 0.905528 0.000000e+00
 13.550251 0.911558 0.000000e+00
 13.550251 0.917588 3.541828e-09
 13.550251 0.923618 0.000000e+00
 13.550251 0.929648 0.000000e+00
 13.550251 0.935678 0.000000e+00
 13.550251 0.941709 3.541828e-09
 13.550251 0.947739 0.000000e+00
 13.550251 0.953769 0.000000e+00
 13.550251 0.959799 0.000000e+00
 13.550251 0.965829 0.000000e+00
 13.550251 0.971859 0.000000e+00
 13.550251 0.977889 0.000000e+00
 13.550251 0.983920 3.541828e-09
 13.550251 0.989950 0.000000e+00
 13.550251 0.995980 0.000000e+00
 13.550251 1.002010 0.000000e+00
 13.550251 1.008040 0.000000e+00
 13.550251 1.014070 0.000000e+00
 13.550251 1.020101 0.000000e+00
 13.550251 1.026131 0.000000e+00
 13.550251 1.032161 3.541828e-09
 13.550251 1.038191 0.000000e+00
 13.550251 1.044221 3.541828e-09
 13.550251 1.050251 0.000000e+00
 13.550251 1.056281 3.541828e-09
 13.550251 1.062312 0.000000e+00
 13.550251 1.068342 0.000000e+00
 13.550251 1.074372 0.000000e+00
 13.550251 1.080402 3.541828e-09
 13.550251 1.086432 0.000000e+00
 13.550251 1.092462 0.000000e+00
 13.550251 1.098492 0.000000e+00
 13.550251 1.104523 0.000000e+00
 13.550251 1.110553 0.000000e+00
 13.550251 1.116583 0.000000e+00
 13.550251 1.122613 3.541828e-09
 13.550251 1.128643 0.000000e+00
 13.550251 1.134673 0.000000e+00
 13.550251 1.140704 0.000000e+00
 13.550251 1.146734 0.000000e+00
 13.550251 1.152764 0.000000e+00
 13.550251 1.158794 3.541828e-09
 13.550251 1.164824 0.000000e+00
 13.550251 1.170854 0.000000e+00
 13.550251 1.176884 0.000000e+00
 13.550251 1.182915 3.541828e-09
 13.550251 1.188945 7.083655e-09
 13.550251 1.194975 3.541828e-09
 13.550251 1.201005 3.541828e-09
 13.550251 1.207035 0.000000e+00
 13.550251 1.213065 0.000000e+00
 13.550251 1.219095 0.000000e+00
 13.550251 1.225126 3.541828e-09
 13.550251 1.231156 3.541828e-09
 13.550251 1.237186 1.062548e-08
 13.550251 1.243216 3.541828e-09
 13.550251 1.249246 1.062548e-08
 13.550251 1.255276 3.541828e-09
 13.550251 1.261307 7.083655e-09
 13.550251 1.267337 0.000000e+00
 13.550251 1.273367 3.541828e-09
 13.550251 1.279397 3.541828e-09
 13.550251 1.285427 0.000000e+00
 13.550251 1.291457 1.770914e-08
 13.550251 1.297487 3.541828e-09
 13.550251 1.303518 3.541828e-09
 13.550251 1.309548 7.083655e-09
 13.550251 1.315578 3.541828e-09
 13.550251 1.321608 7.083655e-09
 13.550251 1.327638 1.062548e-08
 13.550251 1.333668 2.125097e-08
 13.550251 1.339698 1.416731e-08
 13.550251 1.345729 1.062548e-08
 13.550251 1.351759 1.770914e-08
 13.550251 1.357789 2.479279e-08
 13.550251 1.363819 7.083655e-09
 13.550251 1.369849 2.479279e-08
 13.550251 1.375879 1.416731e-08
 13.550251 1.381910 1.062548e-08
 13.550251 1.387940 2.125097e-08
 13.550251 1.393970 2.125097e-08
 13.550251 1.400000 1.416731e-08
 13.550251 1.406030 1.416731e-08
 13.550251 1.412060 7.083655e-09
 13.550251 1.418090 3.541828e-09
 13.550251 1.424121 0.000000e+00
 13.550251 1.430151 1.062548e-08
 13.550251 1.436181 1.062548e-08
 13.550251 1.442211 2.479279e-08
 13.550251 1.448241 2.479279e-08
 13.550251 1.454271 1.416731e-08
 13.550251 1.460302 2.479279e-08
 13.550251 1.466332 2.479279e-08
 13.550251 1.472362 1.062548e-08
 13.550251 1.478392 2.479279e-08
 13.550251 1.484422 1.770914e-08
 13.550251 1.490452 3.896010e-08
 13.550251 1.496482 5.312741e-08
 13.550251 1.502513 3.187645e-08
 13.550251 1.508543 6.021107e-08
 13.550251 1.514573 4.958559e-08
 13.550251 1.520603 6.375290e-08
 13.550251 1.526633 4.958559e-08
 13.550251 1.532663 6.375290e-08
 13.550251 1.538693 2.833462e-08
 13.550251 1.544724 4.958559e-08
 13.550251 1.550754 6.375290e-08
 13.550251 1.556784 6.729472e-08
 13.550251 1.562814 8.146203e-08
 13.550251 1.568844 7.437838e-08
 13.550251 1.574874 1.027130e-07
 13.550251 1.580905 7.792021e-08
 13.550251 1.586935 1.275058e-07
 13.550251 1.592965 9.562934e-08
 13.550251 1.598995 1.700077e-07
 13.550251 1.605025 1.629241e-07
 13.550251 1.611055 1.558404e-07
 13.550251 1.617085 2.018842e-07
 13.550251 1.623116 2.727207e-07
 13.550251 1.629146 2.620952e-07
 13.550251 1.635176 2.904299e-07
 13.550251 1.641206 4.002265e-07
 13.550251 1.647236 5.135650e-07
 13.550251 1.653266 5.737761e-07
 13.550251 1.659296 8.535804e-07
 13.550251 1.665327 2.982219e-06
 13.550251 1.671357 1.176595e-05
 13.550251 1.677387 2.479633e-05
 13.550251 1.683417 3.956930e-05
 13.550251 1.689447 5.505063e-05
 13.550251 1.695477 7.102781e-05
 13.550251 1.701508 8.502511e-05
 13.550251 1.707538 9.924201e-05
 13.550251 1.713568 1.122334e-04
 13.550251 1.719598 1.206984e-04
 13.550251 1.725628 1.239144e-04
 13.550251 1.731658 1.237125e-04
 13.550251 1.737688 1.243819e-04
 13.550251 1.743719 1.248317e-04
 13.550251 1.749749 1.273181e-04
 13.550251 1.755779 1.269922e-04
 13.550251 1.761809 1.268151e-04
 13.550251 1.767839 1.258907e-04
 13.550251 1.773869 1.253063e-04
 13.550251 1.779899 1.252815e-04
 13.550251 1.785930 1.243217e-04
 13.550251 1.791960 1.249805e-04
 13.550251 1.797990 1.256959e-04
 13.550251 1.804020 1.246936e-04
 13.550251 1.810050 1.259828e-04
 13.550251 1.816080 1.257561e-04
 13.550251 1.822111 1.275164e-04
 13.550251 1.828141 1.266310e-04
 13.550251 1.834171 1.267939e-04
 13.550251 1.840201 1.276050e-04
 13.550251 1.846231 1.271729e-04
 13.550251 1.852261 1.263016e-04
 13.550251 1.858291 1.271729e-04
 13.550251 1.864322 1.256924e-04
 13.550251 1.870352 1.248246e-04
 13.550251 1.876382 1.242225e-04
 13.550251 1.882412 1.244598e-04
 13.550251 1.888442 1.260466e-04
 13.550251 1.894472 1.260961e-04
 13.550251 1.900503 1.262662e-04
 13.550251 1.906533 1.261139e-04
 13.550251 1.912563 1.245732e-04
 13.550251 1.918593 1.241163e-04
 13.550251 1.924623 1.247290e-04
 13.550251 1.930653 1.260784e-04
 13.550251 1.936683 1.244988e-04
 13.550251 1.942714 1.248565e-04
 13.550251 1.948744 1.248353e-04
 13.550251 1.954774 1.251965e-04
 13.550251 1.960804 1.248742e-04
 13.550251 1.966834 1.251292e-04
 13.550251 1.972864 1.258872e-04
 13.550251 1.978894 1.253382e-04
 13.550251 1.984925 1.255117e-04
 13.550251 1.990955 1.246652e-04
 13.550251 1.996985 1.249344e-04
 18.570352 0.803015 0.000000e+00
 18.570352 0.809045 0.000000e+00
 18.570352 0.815075 0.000000e+00
 18.570352 0.821106 0.000000e+00
 18.570352 0.827136 0.000000e+00
 18.570352 0.833166 0.000000e+00
 18.570352 0.839196 0.000000e+00
 18.570352 0.845226 0.000000e+00
 18.570352 0.851256 0.000000e+00
 18.570352 0.857286 0.000000e+00
 18.570352 0.863317 3.541828e-09
 18.570352 0.869347 0.000000e+00
 18.570352 0.875377 0.000000e+00
 18.570352 0.881407 0.000000e+00
 18.570352 0.887437 0.000000e+00
 18.570352 0.893467 0.000000e+00
 18.570352 0.899497 0.000000e+00
 18.570352 0.905528 0.000000e+00
 18.570352 0.911558 0.000000e+00
 18.570352 0.917588 0.000000e+00
 18.570352 0.923618 0.000000e+00
 18.570352 0.929648 0.000000e+00
 18.570352 0.935678 0.000000e+00
 18.570352 0.941709 0.000000e+00
 18.570352 0.947739 0.000000e+00
 18.570352 0.953769 0.000000e+00
 18.570352 0.959799 0.000000e+00
 18.570352 0.965829 0.000000e+00
 18.570352 0.971859 0.000000e+00
 18.570352 0.977889 0.000000e+00
 18.570352 0.983920 0.000000e+00
 18.570352 0.989950 0.000000e+00
 18.570352 0.995980 0.000000e+00
 18.570352 1.002010 0.000000e+00
 18.570352 1.008040 0.000000e+00
 18.570352 1.014070 0.000000e+00
 18.570352 1.020101 3.541828e-09
 18.570352 1.026131 0.000000e+00
 18.570352 1.032161 0.000000e+00
 18.570352 1.038191 0.000000e+00
 18.570352 1.044221 0.000000e+00
 18.570352 1.050251 0.000000e+00
 18.570352 1.056281 0.000000e+00
 18.570352 1.062312 0.000000e+00
 18.570352 1.068342 0.000000e+00
 18.570352 1.074372 0.000000e+00
 18.570352 1.080402 0.000000e+00
 18.570352 1.086432 3.541828e-09
 18.570352 1.092462 0.000000e+00
 18.570352 1.098492 0.000000e+00
 18.570352 1.104523 0.000000e+00
 18.570352 1.110553 0.000000e+00
 18.570352 1.116583 0.000000e+00
 18.570352 1.122613 0.000000e+00
 18.570352 1.128643 0.000000e+00
 18.570352 1.134673 3.541828e-09
 18.570352 1.140704 0.000000e+00
 18.570352 1.146734 0.000000e+00
 18.570352 1.152764 3.541828e-09
 18.570352 1.158794 0.000000e+00
 18.570352 1.164824 0.000000e+00
 18.570352 1.170854 7.083655e-09
 18.570352 1.176884 3.541828e-09
 18.570352 1.182915 0.000000e+00
 18.570352 1.188945 0.000000e+00
 18.570352 1.194975 3.541828e-09
 18.570352 1.201005 3.541828e-09
 18.570352 1.207035 3.541828e-09
 18.570352 1.213065 0.000000e+00
 18.570352 1.219095 0.000000e+00
 18.570352 1.225126 3.541828e-09
 18.570352 1.231156 0.000000e+00
 18.570352 1.237186 0.000000e+00
 18.570352 1.243216 7.083655e-09
 18.570352 1.249246 3.541828e-09
 18.570352 1.255276 0.000000e+00
 18.570352 1.261307 3.541828e-09
 18.570352 1.267337 1.062548e-08
 18.570352 1.273367 3.541828e-09
 18.570352 1.279397 1.416731e-08
 18.570352 1.285427 7.083655e-09
 18.570352 1.291457 0.000000e+00
 18.570352 1.297487 3.541828e-09
 18.570352 1.303518 7.083655e-09
 18.570352 1.309548 1.062548e-08
 18.570352 1.315578 7.083655e-09
 18.570352 1.321608 1.770914e-08
 18.570352 1.327638 1.062548e-08
 18.570352 1.333668 7.083655e-09
 18.570352 1.339698 3.541828e-09
 18.570352 1.345729 1.416731e-08
 18.570352 1.351759 1.062548e-08
 18.570352 1.357789 1.062548e-08
 18.570352 1.363819 0.000000e+00
 18.570352 1.369849 7.083655e-09
 18.570352 1.375879 1.062548e-08
 18.570352 1.381910 1.062548e-08
 18.570352 1.387940 1.062548e-08
 18.570352 1.393970 7.083655e-09
 18.570352 1.400000 7.083655e-09
 18.570352 1.406030 7.083655e-09
 18.570352 1.412060 1.416731e-08
 18.570352 1.418090 3.187645e-08
 18.570352 1.424121 1.770914e-08
 18.570352 1.430151 1.416731e-08
 18.570352 1.436181 1.770914e-08
 18.570352 1.442211 2.125097e-08
 18.570352 1.448241 3.187645e-08
 18.570352 1.454271 1.770914e-08
 18.570352 1.460302 2.833462e-08
 18.570352 1.466332 2.479279e-08
 18.570352 1.472362 1.416731e-08
 18.570352 1.478392 2.833462e-08
 18.570352 1.484422 5.312741e-08
 18.570352 1.490452 5.312741e-08
 18.570352 1.496482 4.604376e-08
 18.570352 1.502513 3.541828e-08
 18.570352 1.508543 3.541828e-08
 18.570352 1.514573 2.125097e-08
 18.570352 1.520603 2.125097e-08
 18.570352 1.526633 4.958559e-08
 18.570352 1.532663 9.562934e-08
 18.570352 1.538693 6.375290e-08
 18.570352 1.544724 9.917117e-08
 18.570352 1.550754 1.133385e-07
 18.570352 1.556784 1.027130e-07
 18.570352 1.562814 1.204221e-07
 18.570352 1.568844 9.917117e-08
 18.570352 1.574874 1.381313e-07
 18.570352 1.580905 1.948005e-07
 18.570352 1.586935 2.054260e-07
 18.570352 1.592965 2.302188e-07
 18.570352 1.598995 2.408443e-07
 18.570352 1.605025 2.443861e-07
 18.570352 1.611055 3.718919e-07
 18.570352 1.617085 8.039949e-07
 18.570352 1.623116 3.276191e-06
 18.570352 1.629146 1.246723e-05
